x,y,year_start,year_end,fire_count,burned_acres,us_fire_count,canada_fire_count,regions,source_ids,coverage_note
1,5,1992,2020,1,17,1,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
2,5,1992,2020,5,105128,5,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
3,5,1992,2020,16,9569,16,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
4,5,1992,2020,11,260861,11,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
5,5,1992,2020,5,2800,5,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
9,5,1992,2020,17,695,0,17,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
10,5,1992,2020,9,20044,0,9,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
0,6,1992,2020,2,14572,2,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
1,6,1992,2020,66,182399,66,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
2,6,1992,2020,210,196552,210,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
3,6,1992,2020,169,294039,169,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
4,6,1992,2020,196,911325,196,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
5,6,1992,2020,149,1441669,149,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
6,6,1992,2020,254,1963366,254,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
7,6,1992,2020,111,1189352,32,79,AK; PC; YT,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
8,6,1992,2020,172,792922,0,172,NT; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
9,6,1992,2020,225,1721624,0,225,NT; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
10,6,1992,2020,100,266369,0,100,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,6,1992,2020,46,144880,0,46,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
12,6,1992,2020,2,2390,0,2,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,6,1992,2020,1,321,0,1,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
0,7,1992,2020,5,108,5,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
1,7,1992,2020,111,160327,111,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
2,7,1992,2020,250,731668,250,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
3,7,1992,2020,496,2743111,496,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
4,7,1992,2020,442,5825030,442,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
5,7,1992,2020,3042,4563799,3042,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
6,7,1992,2020,856,3952554,856,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
7,7,1992,2020,440,2443626,130,310,AK; YT,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
8,7,1992,2020,221,1492410,0,221,NT; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
9,7,1992,2020,133,1584192,0,133,NT; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
10,7,1992,2020,372,1860977,0,372,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,7,1992,2020,310,1959721,0,310,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
12,7,1992,2020,126,848213,0,126,NT; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,7,1992,2020,254,1547867,0,254,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
14,7,1992,2020,40,31646,0,40,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
15,7,1992,2020,1,119,0,1,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
0,8,1992,2020,1,0,1,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
1,8,1992,2020,107,113801,107,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
2,8,1992,2020,293,2106871,293,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
3,8,1992,2020,514,3529963,514,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
4,8,1992,2020,461,1830265,461,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
5,8,1992,2020,2452,372418,2452,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
6,8,1992,2020,1086,1150247,1086,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
7,8,1992,2020,576,2893477,117,459,AK; YT,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
8,8,1992,2020,647,3068531,0,647,YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
9,8,1992,2020,294,1312732,0,294,NT; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
10,8,1992,2020,49,253877,0,49,NT; PC; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,8,1992,2020,449,3197179,0,449,NT; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
12,8,1992,2020,305,8048428,0,305,NT; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,8,1992,2020,927,5406590,0,927,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
14,8,1992,2020,598,3426438,0,598,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
15,8,1992,2020,141,2236056,0,141,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
16,8,1992,2020,16,80578,0,16,NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
24,8,1992,2020,1,0,0,1,QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
1,9,1992,2020,56,221745,56,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
2,9,1992,2020,169,382077,169,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
3,9,1992,2020,171,628244,171,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
4,9,1992,2020,1601,533942,1601,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
5,9,1992,2020,746,12060,746,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
6,9,1992,2020,77,78456,77,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
7,9,1992,2020,28,7711,5,23,AK; BC; PC; YT,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
8,9,1992,2020,850,275382,119,731,AK; BC; PC; YT,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
9,9,1992,2020,217,371014,0,217,BC; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
10,9,1992,2020,437,2330480,0,437,BC; NT; PC; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,9,1992,2020,605,633599,0,605,BC; NT; PC; YT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
12,9,1992,2020,1572,3187342,0,1572,AB; BC; NT,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,9,1992,2020,1566,3061618,0,1566,AB; BC; NT; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
14,9,1992,2020,1561,6526266,0,1561,AB; NT; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
15,9,1992,2020,795,8139210,0,795,NT; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
16,9,1992,2020,567,3366600,0,567,NT; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
17,9,1992,2020,54,1276501,0,54,MB; NT; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
18,9,1992,2020,16,180403,0,16,MB,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
2,10,1992,2020,18,22383,18,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
3,10,1992,2020,44,45506,44,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
4,10,1992,2020,79,8750,79,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
8,10,1992,2020,373,238,373,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
9,10,1992,2020,239,601378,56,183,AK; BC,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
10,10,1992,2020,121,319810,0,121,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,10,1992,2020,697,312278,0,697,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
12,10,1992,2020,2743,960683,0,2743,AB; BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,10,1992,2020,5051,2766867,0,5051,AB; BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
14,10,1992,2020,2771,5631443,0,2771,AB; PC; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
15,10,1992,2020,954,10952710,0,954,SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
16,10,1992,2020,1262,6804004,0,1262,MB; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
17,10,1992,2020,981,4962026,0,981,MB; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
18,10,1992,2020,257,4698850,0,257,MB,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
19,10,1992,2020,116,337138,0,116,MB; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
20,10,1992,2020,3,10395,0,3,MB; ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
25,10,1992,2020,11,68898,0,11,QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
26,10,1992,2020,1,3089,0,1,NL,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
27,10,1992,2020,1,610,0,1,NL,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
1,11,1992,2020,2,18,2,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
2,11,1992,2020,7,357,7,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
9,11,1992,2020,203,427,186,17,AK; BC,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
10,11,1992,2020,1806,120620,0,1806,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,11,1992,2020,2576,620408,0,2576,BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
12,11,1992,2020,3416,233775,0,3416,AB; BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,11,1992,2020,7215,2270877,0,7215,AB; BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
14,11,1992,2020,5840,1615852,0,5840,AB; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
15,11,1992,2020,3935,6433154,0,3935,PC; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
16,11,1992,2020,4313,5863361,0,4313,PC; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
17,11,1992,2020,2543,2207394,0,2543,MB; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
18,11,1992,2020,2181,2367429,0,2181,MB,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
19,11,1992,2020,542,1201349,0,542,MB; ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
20,11,1992,2020,240,332755,0,240,MB; ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
21,11,1992,2020,89,421251,0,89,ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
22,11,1992,2020,17,421075,0,17,QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
23,11,1992,2020,69,1094483,0,69,QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
24,11,1992,2020,58,109431,0,58,QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
25,11,1992,2020,21,147806,0,21,NL; QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
26,11,1992,2020,9,65463,0,9,NL; QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
27,11,1992,2020,42,452125,0,42,NL,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
28,11,1992,2020,2,29033,0,2,NL,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
0,12,1992,2020,2,180,2,0,AK,usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
8,12,1992,2020,1,0,0,1,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
9,12,1992,2020,68,486,0,68,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
10,12,1992,2020,414,996988,0,414,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,12,1992,2020,5632,4262935,0,5632,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
12,12,1992,2020,7128,359305,0,7128,AB; BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,12,1992,2020,6349,266042,0,6349,AB; BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
14,12,1992,2020,35,34946,0,35,PC; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
15,12,1992,2020,1427,461666,0,1427,PC; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
16,12,1992,2020,2416,500604,0,2416,PC; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
17,12,1992,2020,1959,503465,0,1959,MB; SK,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
18,12,1992,2020,2427,2691677,0,2427,MB; ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
19,12,1992,2020,1615,3149536,0,1615,MB; ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
20,12,1992,2020,896,1683572,0,896,ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
21,12,1992,2020,277,333089,0,277,ON,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
22,12,1992,2020,239,1623398,0,239,ON; QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
23,12,1992,2020,451,3643960,0,451,QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
24,12,1992,2020,148,2081805,0,148,QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
25,12,1992,2020,180,2275275,0,180,NL; QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
26,12,1992,2020,83,384772,0,83,NL; QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
27,12,1992,2020,116,288804,0,116,NL; QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
28,12,1992,2020,21,50034,0,21,NL; PC; QC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
0,13,1992,2020,1,1,0,1,PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
8,13,1992,2020,1,0,0,1,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
9,13,1992,2020,2,0,0,2,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
10,13,1992,2020,659,20245,0,659,BC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
11,13,1992,2020,4368,204303,1,4367,BC; PC; WA,nrcan-nfdb-all-fire-points-2026-06-08;usfs-fpa-fod-1992-2020,FPA FOD and NFDB are source-covered but not cross-country comparable
12,13,1992,2020,16245,1472031,0,16245,BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
13,13,1992,2020,12636,922788,0,12636,AB; BC; PC,nrcan-nfdb-all-fire-points-2026-06-08,FPA FOD and NFDB are source-covered but not cross-country comparable
